Grapheme	IPA	Examples	Languages	Frequence	Codepoints
bb$	bː	lɨbb	Kistane, Muher, Geez, Gogot, Amharic, Tigre	6	U+0062 U+0062 U+0024
gws$	g w s	nɨgws, nugws	Gyeto, Muher, Gura, Mesqan, Inor, Chaha	6	U+0067 U+0077 U+0073 U+0024
^bw	b w	bwǝrćuma, bwǝrćǝma	Gyeto, Muher, Gogot, Mesqan, Chaha, Ezha	6	U+005e U+0062 U+0077
bs$	b s	gǝbs, lɨbs	Gogot, Kistane, Amharic, Geez	5	U+0062 U+0073 U+0024
^kw	k w	kwa, kwinat	Gogot, Kistane, Tigrigna, Geez	5	U+005e U+006b U+0077
uu$	uː	gutuu, ťobuu	Oromo, Zway	5	U+0075 U+0075 U+0024
h$	h	ʔǝh, ќǝyɨh	Argobba, Tigrigna, Amharic, Harari	5	U+0068 U+0024
x$	x	xɨx, ʔax	Tigrigna, Gumer, Gogot, Chaha, Ezha	5	U+0078 U+0024
ğ$	ğ/dʒ	lɨğ, čǝwağ	Argobba, Harari, Wolane, Amharic, Inor	5	U+011f U+0024
^a	a	arba, aǯǯǝm	Harari, Oromo, Muher, Zway, Silte	5	U+005e U+0061
aay$	aay/aːi̯	ќumaay, ќaay	Harari, Zway	5	U+0061 U+0061 U+0079 U+0024
ǝyǝ$	ə y/j ə	mǝśǝyǝ, sǝtǝyǝ	Tigrigna, Chaha, Endegagn	5	U+01dd U+0079 U+01dd U+0024
pw	p w	tǝpwǝm, ťǝpwǝ	Gumer, Gyeto, Gura, Inor, Chaha	5	U+0070 U+0077
ɨ$	ɨ	zɨ, ʔasɨ	Gumer, Geez, Gura, Chaha, Ezha	5	U+0268 U+0024
yi	y/j i	gyišǝ, xyit	Gura, Chaha, Endegagn, Ezha	4	U+0079 U+0069
ee$	eː	ʔazzee, ʔonnee	Oromo, Harari	4	U+0065 U+0065 U+0024
ɨya$	ɨ y/j a	ќarɨya, ʔahɨya	Gumer, Amharic, Argobba, Kistane	4	U+0268 U+0079 U+0061 U+0024
yǝ	y/j ə	bǝkkyǝm, ʔaazyǝgǝdu	Gumer, Harari, Muher	4	U+0079 U+01dd
^Š	Š/ʃ	Šǝħanə, Šǝwʕatǝ	Tigrigna	4	U+005e U+0160
rh	r h	dǝrho, mǝrhabib	Tigre, Tigrigna, Geez	4	U+0072 U+0068
yɨ	y/j ɨ	xyɨt, xyɨta	Gumer, Chaha, Gura	4	U+0079 U+0268
^ya	y/j a	yahay, yahut	Zway, Gura, Oromo	4	U+005e U+0079 U+0061
ǯǯ	ǯǯ/ʒː	ʔaǯǯǝ, aǯǯǝm	Mesqan, Ezha, Muher, Kistane	4	U+01ef U+01ef
ye$	y/j e	gɨzye, tǝhanќye	Gura, Ezha, Mesqan, Kistane	4	U+0079 U+0065 U+0024
ḫ	ḫ/ħ	ʔɨḫɨw, nǝfḫǝ	Geez	3	U+1e2b
^ḫ	ħ	ḫǝmus, ḫǝmś	Geez	3	U+005e U+1e2b
ť$	ť/tʼ	ʔaať, wǝsť	Silte, Gyeto, Harari	3	U+0165 U+0024
ə$	ə	Šǝħanə, wəssənə	Tigrigna	3	U+0259 U+0024
ɨyyǝ	ɨ yy/jː ə	fɨyyǝl	Amharic, Argobba, Kistane	3	U+0268 U+0079 U+0079 U+01dd
β	β	nǝkǝβǝ, ʔarβǝt	Gumer, Inor	3	U+03b2
ɨy$	ɨy/ɨi̯	wɨy, ʔɨngwǝrǝgɨy	Tigre, Harari, Inor	3	U+0268 U+0079 U+0024
uy$	uy/ui̯	sǝnuy, wuʕuy	Tigrigna, Geez	3	U+0075 U+0079 U+0024
p$	p	ǯǝp, žǝp	Chaha, Gyeto, Inor	3	U+0070 U+0024
ii$	iː	hiɗii, roobii	Oromo	3	U+0069 U+0069 U+0024
ǝya$	ə y/j a	fǝngǝya, mǝya	Gyeto, Inor	3	U+01dd U+0079 U+0061 U+0024
ayǝ$	a y/j ə	ʔɨwayǝ, rǝʔayǝ	Tigrigna, Gyeto, Endegagn	3	U+0061 U+0079 U+01dd U+0024
^yi	y/j i	yimɨr, yiga	Kistane	3	U+005e U+0079 U+0069
iy$	iy/i	ʕǝbbiy, miy	Harari, Geez	2	U+0069 U+0079 U+0024
ž	ʒ	mǝnamhanža, gɨňžǝ	Gogot, Argobba	2	U+017e
k$	k	malǝk, ʔank	Argobba, Kistane	2	U+006b U+0024
^Ќ	Ќ/kʼ	Ќɨlśɨm, Ќulfi	Tigrigna	2	U+005e U+040c
uyyǝ$	u yy/jː ə	ťɨbuyyǝ	Gogot, Kistane	2	U+0075 U+0079 U+0079 U+01dd U+0024
aaya$	aa/aː y/j a	wǝlǝngaaya, ħawbaaya	Wolane, Harari	2	U+0061 U+0061 U+0079 U+0061 U+0024
oo$	oː	yaroo, boќoo	Oromo, Zway	2	U+006f U+006f U+0024
bs	b s	ʔarrabse, angaabsu	Oromo, Zway	2	U+0062 U+0073
ɨyyǝ$	ɨ yy/jː ə	gogɨyyǝ, gɨyyǝ	Gogot, Ezha	2	U+0268 U+0079 U+0079 U+01dd U+0024
śś	śś/sː	ħaśśir, fǝśśǝmǝ	Tigrigna, Geez	2	U+015b U+015b
ňň$	ňň/ɲː	zǝťǝňň, ʔaťǝbiňň	Amharic, Harari	2	U+0148 U+0148 U+0024
ṗṗ	pʼː	buṗṗa	Silte, Oromo	2	U+1e57 U+1e57
qw	q w	ʔɨnqwaqwuħ	Tigrigna	2	U+0071 U+0077
^yu	y/j u	yuhǝ, yuha	Silte, Wolane	2	U+005e U+0079 U+0075
ayyǝ	a yy/jː ə	ʕayyǝrǝ, ʔayyǝn	Tigrigna, Geez	2	U+0061 U+0079 U+0079 U+01dd
ayǝ	a y/j ə	ħayǝt, ʕayǝra	Tigre	2	U+0061 U+0079 U+01dd
ɗ	ɗ	kuɗan, hiɗii	Oromo	2	U+0257
q	q	səraqi, bǝqli	Tigrigna	2	U+0071
ts	ts	ќǝdamitsǝnbǝt, ќǝťatsǝmbǝt	Gyeto, Geez	2	U+0074 U+0073
ya$	y/j a	xya, tǝttɨnya	Ezha, Muher	2	U+0079 U+0061 U+0024
bw	b w	ťǝbbwǝm	Ezha, Muher	2	U+0062 U+0077
rs$	r s	dǝrs	Mesqan, Kistane	2	U+0072 U+0073 U+0024
^ș	sʼ	șǝlǝs, șɨrnay	Geez	2	U+005e U+0219
^yo	y/j o	yom	Tigre, Geez	2	U+005e U+0079 U+006f
ǝya	ə y/j a	gǝyaŠay	Tigrigna, Tigre	2	U+01dd U+0079 U+0061
oy	oy/oi̯	hoyt	Wolane, Zway	2	U+006f U+0079
iyyu	i yy/jː u	diyyum	Argobba	1	U+0069 U+0079 U+0079 U+0075
ll$	lː	kwǝll	Geez	1	U+006c U+006c U+0024
^fw	f w	fwǝr	Gumer	1	U+005e U+0066 U+0077
ayi$	a y/j i	ʕabayi	Tigre	1	U+0061 U+0079 U+0069 U+0024
Ќ$	Ќ/kʼ	śɨbbuЌ	Tigrigna	1	U+040c U+0024
mm$	mː	wǝndɨmm	Amharic	1	U+006d U+006d U+0024
ǝyyǝ$	ə yy/jː ə	ťɨwǝyyǝ	Muher	1	U+01dd U+0079 U+0079 U+01dd U+0024
ɨɨ	ɨː	ʔɨɨn	Zway	1	U+0268 U+0268
ć$	ć/tʃʼ	gunć	Amharic	1	U+0107 U+0024
ayy$	ayː/ai̯	bayy	Kistane	1	U+0061 U+0079 U+0079 U+0024
ṗ	pʼ	laṗpe	Oromo	1	U+1e57
^qw	q w	qwəlʕa	Tigrigna	1	U+005e U+0071 U+0077
aayu$	aa/aː y/j u	baayu	Zway	1	U+0061 U+0061 U+0079 U+0075 U+0024
ɨyya$	ɨ yy/jː a	ʔahɨyya	Amharic	1	U+0268 U+0079 U+0079 U+0061 U+0024
mh	m h	mǝnamhanža	Argobba	1	U+006d U+0068
ǝyyǝ	ə yy/jː ə	bǝyyǝnǝ	Geez	1	U+01dd U+0079 U+0079 U+01dd
ooye$	oo/oː y/j e	booye	Oromo	1	U+006f U+006f U+0079 U+0065 U+0024
Š$	Š/ʃ	qəmɨŠ	Tigrigna	1	U+0160 U+0024
Ќw	Ќ/kʼ w	nɨЌwuś	Tigrigna	1	U+040c U+0077
eyǝ$	e y/j ə	ʔaťeyǝ	Inor	1	U+0065 U+0079 U+01dd U+0024
ɘ	ɘ	Šɘmontǝ	Tigrigna	1	U+0258
ɨyǝ	ɨ y/j ə	fɨyǝќ	Ezha	1	U+0268 U+0079 U+01dd
Ќ	Ќ/kʼ	ʔɨnЌurarit	Tigrigna	1	U+040c
gʷ	gʷ	śaʕɨdaŠɨngʷur	Tigrigna	1	U+0067 U+02b7
t'ʸ	tʲʼ	t'ʸəl	Tigrigna	1	U+0027 U+02b8
ww	wː	ʔiwwat	Argobba	1	U+0077 U+0077
iyu$	i y/j u	ziyu	Harari	1	U+0069 U+0079 U+0075 U+0024
ʔs	ʔ s	rɨʔsi	Tigrigna	1	U+0294 U+0073
nh	n h	ќuubanhaano	Zway	1	U+006e U+0068
^yaa	y/j aː	yaawɨti	Zway	1	U+005e U+0079 U+0061 U+0061
gs$	g s	nugs	Endegagn	1	U+0067 U+0073 U+0024
^yǝ$	y/j ə	yǝ	Gogot	1	U+005e U+0079 U+01dd U+0024
pp$	pː	ǯǝpp	Gumer	1	U+0070 U+0070 U+0024
xx	xː	ʔaxxaʔ	Harari	1	U+0078 U+0078
ǝyy$	əyː/ei̯	ќǝyy	Amharic	1	U+01dd U+0079 U+0079 U+0024
ǝyɨ	ə y/j ɨ	ќǝyɨh	Argobba	1	U+01dd U+0079 U+0268
fw	f w	gǝnfwǝ	Gogot	1	U+0066 U+0077
ǝyyɨ	ə yy/j ɨ	qǝyyɨħ	Tigrigna	1	U+01dd U+0079 U+0079 U+0268
ayyǝ$	a yy/j ə	ʔayyǝ	Amharic	1	U+0061 U+0079 U+0079 U+01dd U+0024
sw	s w	ʔɨswa	Amharic	1	U+0073 U+0077
ɨyɨ	ɨ y/j ɨ	xɨyɨma	Argobba	1	U+0268 U+0079 U+0268
aye$	a y/j e	xaye	Argobba	1	U+0061 U+0079 U+0065 U+0024
eya$	e y/j a	meya	Endegagn	1	U+0065 U+0079 U+0061 U+0024
^e	e	ennǝgǝyǝ	Endegagn	1	U+005e U+0065
_	+	sǝnbǝt nɨʔɨš	Tigre	1	U+005f
aye	a y/j e	ʔayed	Endegagn	1	U+0061 U+0079 U+0065
ds$	dz	sɨds	Geez	1	U+0064 U+0073 U+0024
^ṩ	ṩ/tsʼ	ṩǝħay	Geez	1	U+005e U+1e69
ǝyǝ	ə y/j ə	wǝyǝg	Gyeto	1	U+01dd U+0079 U+01dd
ǝyə$	ə y/j ə	ʔɨwǝyə	Inor	1	U+01dd U+0079 U+0259 U+0024
ayɨ	a y/j ɨ	ʔayɨr	Silte	1	U+0061 U+0079 U+0268
bh	b h	ʔɨbhamgǝm	Tigre	1	U+0062 U+0068
^ya$	y/j a	ya	Amharic	1	U+005e U+0079 U+0061 U+0024
ẞ	β	leẞa	Argobba	1	U+1e9e
ș	sʼ	ʕǝșru	Geez	1	U+0219
iyaa	i y/j aː	ʔazziyaač	Harari	1	U+0069 U+0079 U+0061 U+0061
^yi$	y/j i	yi	Harari	1	U+005e U+0079 U+0069 U+0024
ɨyyo$	ɨ yy/j o	setɨyyo	Amharic	1	U+0268 U+0079 U+0079 U+006f U+0024
čč$	tʃː	tačč	Amharic	1	U+010d U+010d U+0024
^ye	y/j e	yedɨňňaw	Argobba	1	U+005e U+0079 U+0065
eyǝ	e y/j ə	ʔɨndeyǝta	Ezha	1	U+0065 U+0079 U+01dd
ǝy	əy/əi̯	ʔǝynu	Geez	1	U+01dd U+0079
oy$	oy/oi̯	goy	Kistane	1	U+006f U+0079 U+0024
aya$	a y/j a	ʔaya	Tigre	1	U+0061 U+0079 U+0061 U+0024
